"Identificador de URL";Nombre;Categorías;Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo;Visibilidad
RUM_3621201;"Grasa P/ Rodamientos Husqvarna 503 62 12-01";"MARCAS > HUSQVARNA, CONSUMIBLES E INSUMOS > LUBRICANTE > GRASA";0.00;;0.00;0.00;0.00;0.00;;RUM_3621201;;SI;NO;"<p>Para lubricar rodamientos. Esta grasa está formulada específicamente para proporcionar una lubricación duradera y eficiente en las condiciones más exigentes. Es la elección ideal para el mantenimiento de motosierras y herramientas de corte que requieren el máximo rendimiento.<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Volumen</th><td>40g</td></tr></p><tr><th>Tipo</th><td>Rodamiento</td></tr></p></tbody></p></table>";;;;HUSQVARNA;SI;;;;;Visible
RUM_2512701;"GRASA MULTI P/ ENGRANAJE 225G.HUSQVARNA";"MARCAS > HUSQVARNA, CONSUMIBLES E INSUMOS > LUBRICANTE > GRASA";0.00;;0.00;0.00;0.00;0.00;;RUM_2512701;;SI;NO;"<p>Para fines de engrase general. Grasa especial para cajas reductoras de desmalezadoras, piñones, barrales, etc. Utilizada para cortacercos y motosierras eléctricas. Buena protección contra la corrosión. Elevada capacidad de carga. Buena estabilidad mecánica.<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Volumen</th><td>225g</td></tr></p><tr><th>Tipo</th><td>Multipropósito</td></tr></p></tbody></p></table>";;;;HUSQVARNA;SI;;;;;Visible
RUM_1025545;"Generador Niwa Inverter GNW-4000-iES";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR INSONORIZADO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025545;;SI;NO;"<p>Generador Niwa Inverter GNW-4000-iES Eficiencia, potencia y tecnología. Ideal para hogares, comercios o actividades al aire libre. Equipado con arranque retráctil y eléctrico, ofrece máxima practicidad según tus necesidades. Su motor silencioso, diseño compacto y tecnología inverter garantizan una energía limpia y estable, perfecta para equipos electrónicos sensibles. ¡No te quedes sin energía cuando más la necesitas!<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Modelo de motor</th><td>MNWG-85i</td></tr></p><tr><th>Potencia (Kw)</th><td>6,34 Kw</td></tr></p><tr><th>Capacidad de aceite del motor</th><td>0,6 Lts.</td></tr></p><tr><th>Cilindrada</th><td>223 c.c.</td></tr></p><tr><th>Peso (Kg)</th><td>43 Kg</td></tr></p><tr><th>Potencia</th><td>6,34 bar</td></tr></p><tr><th>Tomas (CC)</th><td>1x 12V</td></tr></p><tr><th>Tomas (CA)</th><td>2 x 20A c/tapa</td></tr></p><tr><th>Tensión (CA)</th><td>220 V</td></tr></p><tr><th>Salida Máx CA</th><td>3,8 Kw</td></tr></p><tr><th>Salida Nominal CA</th><td>3,5 Kw</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico/Retráctil</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>11 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1025620;"Generador Niwa Inverter 2,0 Kva GNW-2000-iS";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR INSONORIZADO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025620;;SI;NO;"<p>El generador portátil GNW-2000-iS es la solución ideal para tus necesidades de energía en cualquier lugar. Este generador inverter silencioso ofrece un rendimiento confiable y eficiente, proporcionando una corriente estable y limpia, ideal para dispositivos electrónicos sensibles. Su diseño inverter ajusta la velocidad del motor según la demanda, reduciendo el consumo de combustible y las emisiones.
Gracias a su funcionamiento silencioso, es perfecto para camping, actividades al aire libre, emergencias domésticas, proyectos de bricolaje y eventos. Combina portabilidad y potencia, siendo una opción versátil y eficiente para diversas aplicaciones. ¡No te quedes sin energía cuando más la necesitas!<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Modelo de motor</th><td>MNWG-35iS</td></tr></p><tr><th>Capacidad de aceite del motor</th><td>0,35 Lts.</td></tr></p><tr><th>Cilindrada</th><td>79 c.c.</td></tr></p><tr><th>Peso (Kg)</th><td>21 Kg</td></tr></p><tr><th>Tomas (CC)</th><td>1x 12V</td></tr></p><tr><th>Tomas (CA)</th><td>1 x 20A c/tapa</td></tr></p><tr><th>Tensión (CA)</th><td>220 V</td></tr></p><tr><th>Salida Máx CA</th><td>2,0 Kw</td></tr></p><tr><th>Salida Nominal CA</th><td>1,8 Kw</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>3,4 HP</td></tr></p><tr><th>Sistema de arranque</th><td>Retráctil</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>4 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1025780;"Generador Niwa 8,0kW Inverter GNW-9500-iE";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR INSONORIZADO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025780;;SI;NO;"<p>El generador portátil GNW-9500-iE es la solución ideal para tus necesidades de energía en cualquier lugar. Este generador inverter ofrece un rendimiento confiable y eficiente, proporcionando una corriente estable y limpia, ideal para dispositivos electrónicos sensibles. Con una mayor capacidad de potencia, es perfecto para aplicaciones que requieren más energía.
Su diseño inverter ajusta la velocidad del motor según la demanda, reduciendo el consumo de combustible y las emisiones. Además, cuenta con un motor potente y un sistema de arranque dual, permitiendo tanto el arranque manual como el eléctrico, para mayor comodidad.
Es ideal para camping, actividades al aire libre, emergencias domésticas, proyectos de bricolaje y eventos. Con una capacidad de combustible generosa y un peso manejable, garantiza largas horas de operación sin interrupciones y es fácil de transportar.
El GNW-9500-iE combina portabilidad y potencia, siendo una opción versátil y eficiente para diversas aplicaciones. ¡No te quedes sin energía cuando más la necesitas!<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Modelo de motor</th><td>MNWG-150i</td></tr></p><tr><th>Capacidad de aceite del motor</th><td>1,2 Lts.</td></tr></p><tr><th>Cilindrada</th><td>420 c.c.</td></tr></p><tr><th>Peso (Kg)</th><td>64 Kg</td></tr></p><tr><th>Tomas (CC)</th><td>1x 12V</td></tr></p><tr><th>Tomas (CA)</th><td>Tomas (CA) 1 x 20A c/tapa - 1 x 32A c/tapa</td></tr></p><tr><th>Tensión (CA)</th><td>220 V</td></tr></p><tr><th>Salida Máx CA</th><td>8 Kw</td></tr></p><tr><th>Salida Nominal CA</th><td>7,5 Kw</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>15 HP</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico/Retráctil</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>25 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1025703;"Generador Niwa 7 Kva 4T arr. elec c/r (GNW -73-ER)";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR MONOFASICO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025703;;SI;NO;"<p><h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Motor</th><td>Niwa</td></tr></p><tr><th>Ciclo del motor</th><td>4 Tiempos</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>16 HP</td></tr></p><tr><th>Tipo</th><td>Trifásico</td></tr></p><tr><th>Potencia máxima (Kva)</th><td>7 Kva</td></tr></p><tr><th>Bobinado en cobre</th><td>SI</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>25 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Cantidad de salidas</th><td>1 x 380 V y 1 x 220 V (op.)</td></tr></p><tr><th>Intensidad de corriente</th><td>12 Amp</td></tr></p><tr><th>Alerta de aceite</th><td>SI</td></tr></p><tr><th>Autonomía de uso continuo</th><td>8 hs</td></tr></p><tr><th>Regulador de voltaje alterno</th><td>SI</td></tr></p><tr><th>Ruedas</th><td>SI</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p><tr><th>Peso bruto (Kg)</th><td>97 Kg</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1025700;"Generador Niwa 7 Kva 4T arr elect y ru (GNW-70-ER)";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR MONOFASICO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025700;;SI;NO;"<p><h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Motor</th><td>Niwa</td></tr></p><tr><th>Ciclo del motor</th><td>4 Tiempos</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>16 HP</td></tr></p><tr><th>Tipo</th><td>Monofásico</td></tr></p><tr><th>Potencia máxima (Kva)</th><td>7 Kva</td></tr></p><tr><th>Bobinado en cobre</th><td>SI</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>25 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Cantidad de salidas</th><td>2 x 220 V</td></tr></p><tr><th>Intensidad de corriente</th><td>27 Amp</td></tr></p><tr><th>Alerta de aceite</th><td>SI</td></tr></p><tr><th>Autonomía de uso continuo</th><td>8 hs</td></tr></p><tr><th>Regulador de voltaje alterno</th><td>SI</td></tr></p><tr><th>Ruedas</th><td>SI</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p><tr><th>Peso bruto (Kg)</th><td>95 Kg</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1025552;"Generador Niwa 5,5 Kva 4T arr. El. c/rue (55-ER)";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR MONOFASICO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025552;;SI;NO;"<p>Equipo monofásico de 5.5 Kva ideal para utilizarse en vivienda mediana o comercio pequeño en caso de corte o falta de suministro eléctrico. Con arranque eléctrico y ruedas para facilitar su traslado<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Motor</th><td>Niwa</td></tr></p><tr><th>Ciclo del motor</th><td>4 Tiempos</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>13 HP</td></tr></p><tr><th>Tipo</th><td>Monofásico</td></tr></p><tr><th>Potencia máxima (Kva)</th><td>5.5 Kva</td></tr></p><tr><th>Bobinado en cobre</th><td>SI</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>25 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Cantidad de salidas</th><td>2 x 220 V</td></tr></p><tr><th>Intensidad de corriente</th><td>23 Amp</td></tr></p><tr><th>Alerta de aceite</th><td>SI</td></tr></p><tr><th>Autonomía de uso continuo</th><td>8 hs</td></tr></p><tr><th>Regulador de voltaje alterno</th><td>SI</td></tr></p><tr><th>Ruedas</th><td>SI</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p><tr><th>Peso bruto (Kg)</th><td>93 Kg</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1025428;"Generador Niwa 2,7 Kva 4T arr. El. (GNW-28-E)";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR MONOFASICO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025428;;SI;NO;"<p><h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Motor</th><td>Niwa</td></tr></p><tr><th>Ciclo del motor</th><td>4 Tiempos</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>6,5 HP</td></tr></p><tr><th>Tipo</th><td>Monofásico</td></tr></p><tr><th>Potencia máxima (Kva)</th><td>2,8 Kva</td></tr></p><tr><th>Bobinado en cobre</th><td>SI</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>16 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Cantidad de salidas</th><td>2 x 220 V</td></tr></p><tr><th>Intensidad de corriente</th><td>11 Amp</td></tr></p><tr><th>Alerta de aceite</th><td>SI</td></tr></p><tr><th>Autonomía de uso continuo</th><td>9 hs</td></tr></p><tr><th>Regulador de voltaje alterno</th><td>SI</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p><tr><th>Peso bruto (Kg)</th><td>43.5 Kg</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1025799;"Generador Niwa 11kW Inverter GNW-11000-iE";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR INSONORIZADO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025799;;SI;NO;"<p>El generador portátil GNW-11000-iE es la solución ideal para tus necesidades de energía en cualquier lugar. Este generador inverter ofrece un rendimiento confiable y eficiente, proporcionando una corriente estable y limpia, ideal para dispositivos electrónicos sensibles. Con una capacidad de potencia superior, es perfecto para aplicaciones que requieren una gran cantidad de energía.
Su diseño inverter ajusta la velocidad del motor según la demanda, reduciendo el consumo de combustible y las emisiones. Además, cuenta con un motor potente y un sistema de arranque dual, permitiendo tanto el arranque manual como el eléctrico, para mayor comodidad.
Es ideal para camping, actividades al aire libre, emergencias domésticas, proyectos de bricolaje y eventos. Con una capacidad de combustible generosa y un peso manejable, garantiza largas horas de operación sin interrupciones y es fácil de transportar.
El GNW-11000-iE combina portabilidad y potencia, siendo una opción versátil y eficiente para diversas aplicaciones. ¡No te quedes sin energía cuando más la necesitas!<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Modelo de motor</th><td>MNWG-190i</td></tr></p><tr><th>Capacidad de aceite del motor</th><td>1,2 Lts.</td></tr></p><tr><th>Cilindrada</th><td>520 c.c.</td></tr></p><tr><th>Peso (Kg)</th><td>69 Kg</td></tr></p><tr><th>Tomas (CC)</th><td>1x 12V</td></tr></p><tr><th>Tomas (CA)</th><td>Tomas (CA) 2 x 20A c/tapa - 1 x 32A c/tapa</td></tr></p><tr><th>Tensión (CA)</th><td>220 V</td></tr></p><tr><th>Salida Máx CA</th><td>11 Kw</td></tr></p><tr><th>Salida Nominal CA</th><td>10 Kw</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>19 HP</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico/Retráctil</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>35 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1025913;"Generador Niwa 10 Kva trifas a/E. c/r GNW-103-ER";"MARCAS > NIWA, GENERACION ENERGIA > GENERADOR > GENERADOR TRIFASICO";0.00;;0.00;0.00;0.00;0.00;;RUM_1025913;;SI;NO;"<p><h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Motor</th><td>Niwa</td></tr></p><tr><th>Ciclo del motor</th><td>4 Tiempos</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>20 HP</td></tr></p><tr><th>Tipo</th><td>Trifásico</td></tr></p><tr><th>Potencia máxima (Kva)</th><td>9.5 Kva</td></tr></p><tr><th>Bobinado en cobre</th><td>SI</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>25 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Cantidad de salidas</th><td>1 x 380 V y 1 x 220 V (op.)</td></tr></p><tr><th>Intensidad de corriente</th><td>18 Amp</td></tr></p><tr><th>Alerta de aceite</th><td>SI</td></tr></p><tr><th>Autonomía de uso continuo</th><td>8 hs</td></tr></p><tr><th>Regulador de voltaje alterno</th><td>SI</td></tr></p><tr><th>Ruedas</th><td>SI</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p><tr><th>Peso bruto (Kg)</th><td>161 Kg</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_7665203;"Generador HVA G5500P 970753908";"MARCAS > HUSQVARNA, GENERACION ENERGIA > GENERADOR > GENERADOR MONOFASICO";0.00;;0.00;0.00;0.00;0.00;;RUM_7665203;;SI;NO;"<p>Generador de gran tamaño, potente y eficiente para abastecer hogares y lugares de trabajo en entornos con suministro eléctrico limitado. Potencia nominal de 5.0 kW (50 Hz) suministrada por un motor de gasolina fiable y de fácil arranque con depósito de combustible de 25 L para una conducción continua. Su diseño ergonómico y su panel de control intuitivo garantizan una excelente portabilidad y facilidad de uso incluso en condiciones difíciles.<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Potencia máxima (CA) (kW)</th><td>6 kW</td></tr></p><tr><th>Potencia nominal (CA) (kW)</th><td>5 kW</td></tr></p><tr><th>Tipo de combustible</th><td>Nafta</td></tr></p><tr><th>Motor</th><td>Husqvarna</td></tr></p><tr><th>DC Salida</th><td>1x 12V-8A</td></tr></p><tr><th>AC Salida</th><td>2x 220V-20A Type ""I""</td></tr></p><tr><th>Fase</th><td>Monofásico</td></tr></p><tr><th>Batería</th><td>SI</td></tr></p><tr><th>Capacidad de aceite del motor</th><td>1,1 Lts.</td></tr></p><tr><th>Cilindrada</th><td>389 c.c.</td></tr></p><tr><th>Peso (Kg)</th><td>88 Kg</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>11,4 HP</td></tr></p><tr><th>Sistema de arranque</th><td>Eléctrico/Retráctil</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>27 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Consumo (g/kWh)</th><td>395 g/kWh</td></tr></p><tr><th>Ruedas</th><td>SI</td></tr></p><tr><th>Manija de transporte</th><td>SI</td></tr></p><tr><th>Autonomía (50% / 100%)</th><td>11 h / 9 h</td></tr></p><tr><th>Nivel de potencia sonora medido</th><td>95</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p></tbody></p></table>";;;;HUSQVARNA;SI;;;;;Visible
RUM_7665103;"Generador HVA G3200P 970754008";"MARCAS > HUSQVARNA, GENERACION ENERGIA > GENERADOR > GENERADOR MONOFASICO";0.00;;0.00;0.00;0.00;0.00;;RUM_7665103;;SI;NO;"<p>Diseñado para abastecer hogares y lugares de trabajo, este generador de tamaño mediano con potencia nominal de 2,8 kW (50 Hz) es eficiente, confiable y fácil de usar incluso en entornos difíciles donde el suministro de electricidad puede ser limitado. El tanque de combustible de 14 L garantiza un rendimiento continuo de su motor de gasolina de fácil arranque.<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Potencia máxima (CA) (kW)</th><td>3,2 kW</td></tr></p><tr><th>Potencia nominal (CA) (kW)</th><td>2,8 kW</td></tr></p><tr><th>Tipo de combustible</th><td>Nafta</td></tr></p><tr><th>Motor</th><td>Husqvarna</td></tr></p><tr><th>DC Salida</th><td>1x 12V-8A</td></tr></p><tr><th>AC Salida</th><td>2x 220V-20A Type ""I""</td></tr></p><tr><th>Fase</th><td>Monofásico</td></tr></p><tr><th>Capacidad de aceite del motor</th><td>0,6 Lts.</td></tr></p><tr><th>Cilindrada</th><td>212 c.c.</td></tr></p><tr><th>Peso (Kg)</th><td>49 Kg</td></tr></p><tr><th>Tensión (CA)</th><td>220 V</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>5,8 HP</td></tr></p><tr><th>Sistema de arranque</th><td>Retráctil</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>14 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Consumo (g/kWh)</th><td>395 g/kWh</td></tr></p><tr><th>Autonomía (50% / 100%)</th><td>12 h / 9 h</td></tr></p><tr><th>Nivel de potencia sonora medido</th><td>94</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p></tbody></p></table>";;;;HUSQVARNA;SI;;;;;Visible
RUM_7665003;"Generador HVA G2500P 970754108";"MARCAS > HUSQVARNA, GENERACION ENERGIA > GENERADOR > GENERADOR MONOFASICO";0.00;;0.00;0.00;0.00;0.00;;RUM_7665003;;SI;NO;"<p>Generador de tamaño mediano con una potencia nominal de 2,0 kW (50 Hz) para abastecer hogares y lugares de trabajo con suministro eléctrico limitado. Su depósito de 14 L garantiza un rendimiento continuo gracias a su motor de gasolina robusto, fiable y de fácil arranque en cualquier condición. Su panel de control intuitivo y su diseño ergonómico facilitan su transporte y uso en cualquier situación.<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Potencia máxima (CA) (kW)</th><td>2,8 kW</td></tr></p><tr><th>Potencia nominal (CA) (kW)</th><td>2 kW</td></tr></p><tr><th>Tipo de combustible</th><td>Nafta</td></tr></p><tr><th>Modelo de motor</th><td>Husqvarna</td></tr></p><tr><th>DC Salida</th><td>1x 12V-8A</td></tr></p><tr><th>AC Salida</th><td>2x 220V-20A Type ""I""</td></tr></p><tr><th>Fase</th><td>Monofásico</td></tr></p><tr><th>Capacidad de aceite del motor</th><td>0,6 Lts.</td></tr></p><tr><th>Cilindrada</th><td>196 c.c.</td></tr></p><tr><th>Peso (Kg)</th><td>49 Kg</td></tr></p><tr><th>Tensión (CA)</th><td>220 V</td></tr></p><tr><th>Potencia máxima de motor (HP)</th><td>5,4 (HP) HP</td></tr></p><tr><th>Sistema de arranque</th><td>Retráctil</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>14 L</td></tr></p><tr><th>Frecuencia (CA)</th><td>50 Hz</td></tr></p><tr><th>Consumo (g/kWh)</th><td>395 g/kWh</td></tr></p><tr><th>Autonomía (50% / 100%)</th><td>12 h / 9 h</td></tr></p><tr><th>Nivel de potencia sonora medido</th><td>93</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p></tbody></p></table>";;;;HUSQVARNA;SI;;;;;Visible
RUM_1041052;"FUMIGADOR NIWA TANQUE 28 litros, 52 c.c. Poten (52)";"MARCAS > NIWA, MAQUINA A EXPLOSION > JARDIN > FUMIGADOR";0.00;;0.00;0.00;0.00;0.00;;RUM_1041052;;SI;NO;"<p>Esta fumigadora es perfecta para trabajos de fumigación exigentes gracias a su motor de 2 tiempos de 52 cc. Admite tanto productos líquidos como polvo, su potente motor permite llegar mas lejos posibilitando una fumigación vertical. Su tobera de gran diámetro garantiza rociados mas amplios haciendo mas simple el trabajo.<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Tipo de usuario</th><td>Profesional</td></tr></p><tr><th>Tipo de exigencia o ámbito</th><td>Rural, Profesional</td></tr></p><tr><th>Cilindrada</th><td>52 c.c.</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>0,8. L</td></tr></p><tr><th>Cobertura horizontal</th><td>15 m</td></tr></p><tr><th>Capacidad de tanque de químicos</th><td>28 lts</td></tr></p><tr><th>Formato de químico</th><td>Polvo/Líquido</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p><tr><th>Peso bruto (Kg)</th><td>15 Kg</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1041042;"FUMIGADOR NIWA TANQUE 26 litros, 41,5 c.c. Poten (4";"MARCAS > NIWA, MAQUINA A EXPLOSION > JARDIN > FUMIGADOR";0.00;;0.00;0.00;0.00;0.00;;RUM_1041042;;SI;NO;"<p>Esta fumigadora es perfecta para trabajos de fumigación exigentes gracias a su motor de 2 tiempos de 41,5 cc. Admite tanto productos líquidos como polvo, su potente motor permite llegar mas lejos posibilitando una fumigación vertical. Su tobera de gran diámetro garantiza rociados mas amplios haciendo mas simple el trabajo.<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Tipo de usuario</th><td>Profesional</td></tr></p><tr><th>Tipo de exigencia o ámbito</th><td>Rural, Profesional</td></tr></p><tr><th>Cilindrada</th><td>41.5 c.c.</td></tr></p><tr><th>Potencia (Kw)</th><td>2.3 Kw</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>0,8 L</td></tr></p><tr><th>Cobertura horizontal</th><td>12 m</td></tr></p><tr><th>Capacidad de tanque de químicos</th><td>26 lts</td></tr></p><tr><th>Formato de químico</th><td>Polvo/Líquido</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p><tr><th>Peso bruto (Kg)</th><td>13 Kg</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
RUM_1041033;"FUMIGADOR NIWA TANQUE 11 litros, 33 c.c. Poten (33)";"MARCAS > NIWA, MAQUINA A EXPLOSION > JARDIN > FUMIGADOR";0.00;;0.00;0.00;0.00;0.00;;RUM_1041033;;SI;NO;"<p>Esta fumigadora es perfecta para trabajos de fumigación exigentes gracias a su motor de 2 tiempos de 33 cc. Admite tanto productos líquidos como polvo, su potente motor permite llegar mas lejos posibilitando una fumigación vertical. Su tobera de gran diámetro garantiza rociados mas amplios haciendo mas simple el trabajo.<h3>Especificaciones técnicas</h3></p><table></p><tbody></p><tr><th>Tipo de usuario</th><td>Profesional</td></tr></p><tr><th>Tipo de exigencia o ámbito</th><td>Rural, Profesional</td></tr></p><tr><th>Cilindrada</th><td>33 c.c.</td></tr></p><tr><th>Potencia (Kw)</th><td>1.1 Kw</td></tr></p><tr><th>Capacidad de tanque de combustible (L)</th><td>0.6 L</td></tr></p><tr><th>Cobertura horizontal</th><td>9 m</td></tr></p><tr><th>Capacidad de tanque de químicos</th><td>11 lts</td></tr></p><tr><th>Formato de químico</th><td>Polvo/Líquido</td></tr></p><tr><th>Origen</th><td>RPC</td></tr></p><tr><th>Peso bruto (Kg)</th><td>8.5 Kg</td></tr></p></tbody></p></table>";;;;NIWA;SI;;;;;Visible
